"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"월계2동 602-1 주변",1,서울특별시 노원구 초안산로 29,서울특별시 노원구 월계동 602,37.6297918080,127.0527686155,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 602-1 주변",1,서울특별시 노원구 월계로45가길 54,서울특별시 노원구 월계동 602-1,37.6311326746,127.0523209430,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 748 주변",1,서울특별시 노원구 마들로5길 91,서울특별시 노원구 월계동 748-10,37.6435486270,127.0514594533,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 748 주변",1,서울특별시 노원구 마들로5길 91,서울특별시 노원구 월계동 748-10,37.6435486270,127.0514594533,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 748 주변",1,서울특별시 노원구 마들로5길 91,서울특별시 노원구 월계동 748-10,37.6435486270,127.0514594533,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 산17-7 주변",1,서울특별시 노원구 덕릉로60타길 23 (월계동),서울특별시 노원구 월계2동 산17-7,37.634261,127.044786,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 산17-7 주변",1,서울특별시 노원구 덕릉로60타길 23 (월계동),서울특별시 노원구 월계2동 산17-7,37.634261,127.044786,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 913 주변",1,서울특별시 노원구 우이천로2길 41,서울특별시 노원구 월계동 913,37.6327976747,127.0434990423,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 913 주변",1,서울특별시 노원구 우이천로2길 41,서울특별시 노원구 월계동 913,37.6327976747,127.0434990423,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 912-16 주변",1,서울특별시 노원구 우이천로2길 40,서울특별시 노원구 월계동 912-16,37.6325635233,127.0432134146,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 911 주변",1,서울특별시 노원구 덕릉로60길 182,서울특별시 노원구 월계동 911,37.6327147070,127.0437074484,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 911-7 주변",1,서울특별시 노원구 우이천로2가길 3,서울특별시 노원구 월계동 911-7,37.6323401815,127.0429323264,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 911-5 주변",1,서울특별시 노원구 덕릉로60길 184-12,서울특별시 노원구 월계동 911-5,37.6324734248,127.0432133624,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 911-2 주변",1,서울특별시 노원구 덕릉로60길 186,서울특별시 노원구 월계동 911-2,37.6325777202,127.0438070635,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 911-2 주변",1,서울특별시 노원구 덕릉로60길 186,서울특별시 노원구 월계동 911-2,37.6325777202,127.0438070635,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-5 주변",1,서울특별시 노원구 우이천로2나길 13-3,서울특별시 노원구 월계동 907-5,37.6323291421,127.0435531484,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-9 주변",1,서울특별시 노원구 덕릉로60길 192,서울특별시 노원구 월계동 907-9,37.6323253920,127.0439473948,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-12 주변",1,서울특별시 노원구 우이천로2나길 11,서울특별시 노원구 월계동 907-12,37.6322137892,127.0436255864,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-9 주변",1,서울특별시 노원구 덕릉로60길 192,서울특별시 노원구 월계동 907-9,37.6323253920,127.0439473948,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-15 주변",1,서울특별시 노원구 우이천로2나길 7,서울특별시 노원구 월계동 907-15,37.6320733523,127.0433082939,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-5 주변",1,서울특별시 노원구 우이천로2나길 13-3,서울특별시 노원구 월계동 907-5,37.6323291421,127.0435531484,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 939 주변",1,서울특별시 노원구 우이천로2나길 14,서울특별시 노원구 월계동 939,37.6313629798,127.0443727923,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 939 주변",1,서울특별시 노원구 우이천로2나길 14,서울특별시 노원구 월계동 939,37.6313629798,127.0443727923,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 939 주변",1,서울특별시 노원구 우이천로2나길 14,서울특별시 노원구 월계동 939,37.6313629798,127.0443727923,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 939 주변",1,서울특별시 노원구 우이천로2나길 14,서울특별시 노원구 월계동 939,37.6313629798,127.0443727923,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 267-7 주변",1,서울특별시 노원구 초안산로2길 129,서울특별시 노원구 월계동 267-7,37.6342220120,127.0583865348,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 633-58 주변",1,"서울특별시 노원구 초안산로2라길 26 (월계동, 월계센트럴아이파크)",서울특별시 노원구 월계2동 633-58,37.6311573,127.057716,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 314-2,37.6292479305,127.0596650314,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 660-10 주변",1,서울특별시 노원구 초안산로2길 81-38,서울특별시 노원구 월계동 660-6,37.6334155274,127.0567499748,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계로376 주변",1,서울특별시 노원구 월계로 376,서울특별시 노원구 월계동 321-7,37.6310848760,127.0617374036,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 314-2,37.6292479305,127.0596650314,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 314-2,37.6292479305,127.0596650314,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 314-2,37.6292479305,127.0596650314,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 314-2,37.6292479305,127.0596650314,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 314-2,37.6292479305,127.0596650314,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 271-28 주변",1,서울특별시 노원구 초안산로2길 120-8,서울특별시 노원구 월계동 271-28,37.6335660432,127.0584902499,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 907-9 주변",1,서울특별시 노원구 덕릉로60길 192,서울특별시 노원구 월계동 907-9,37.6323253920,127.0439473948,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 656-29 주변",1,서울특별시 노원구 초안산로2길 81-24,서울특별시 노원구 월계동 656-29,37.6331307419,127.0569038340,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 946 주변",1,서울특별시 노원구 초안산로2길 91,서울특별시 노원구 월계동 946,37.6327991115,127.0570440615,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 946 주변",1,서울특별시 노원구 초안산로2길 91,서울특별시 노원구 월계동 946,37.6327991115,127.0570440615,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 660-6 주변",1,서울특별시 노원구 초안산로2길 81-38,서울특별시 노원구 월계동 660-6,37.6334155274,127.0567499748,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 656-29 주변",1,서울특별시 노원구 초안산로2길 81-24,서울특별시 노원구 월계동 656-29,37.6331307419,127.0569038340,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 805-5 주변",1,서울특별시 노원구 월계로45길 92,서울특별시 노원구 월계동 805-5,37.6285579016,127.0474796408,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 633-1 주변",1,"서울특별시 노원구 초안산로2라길 26 (월계동, 월계센트럴아이파크)",서울특별시 노원구 월계2동 633-1,37.6311573,127.057716,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 912-1 주변",1,서울특별시 노원구 우이천로2길 29,서울특별시 노원구 월계동 912-1,37.6324952299,127.0427148986,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 274-46 주변",1,서울특별시 노원구 초안산로2라길 19,서울특별시 노원구 월계동 274-46,37.6314761675,127.0576548083,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 912-1 주변",1,서울특별시 노원구 우이천로2길 29,서울특별시 노원구 월계동 912-1,37.6324952299,127.0427148986,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,통신주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 인덕대 정문 앞 주변",1,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 633-132,37.6319491921,127.0557655090,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 946 옆 주변",1,서울특별시 노원구 초안산로2길 91,서울특별시 노원구 월계동 946,37.6327991115,127.0570440615,,통신주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 946 옆 주변",1,서울특별시 노원구 초안산로2길 91,서울특별시 노원구 월계동 946,37.6327991115,127.0570440615,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 946 옆 주변",1,서울특별시 노원구 초안산로2길 91,서울특별시 노원구 월계동 946,37.6327991115,127.0570440615,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 우이천로2나길1 주변",1,서울특별시 노원구 우이천로2나길 1,서울특별시 노원구 월계동 907-16,37.6320626019,127.0431406193,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 4번출구 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 녹천역 1번출구 옆 주변",1,서울특별시 노원구 마들로5길 25,서울특별시 노원구 월계동 950,37.6409822740,127.0522553360,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 321-7 주변",1,서울특별시 노원구 월계로 376,서울특별시 노원구 월계동 321-7,37.6310848760,127.0617374036,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 280-18 주변",1,"서울특별시 노원구 초안산로2라길 26 (월계동, 월계센트럴아이파크)",서울특별시 노원구 월계2동 280-18,37.6311573,127.057716,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 805-5 주변",1,서울특별시 노원구 월계로45길 92,서울특별시 노원구 월계동 805-5,37.6285579016,127.0474796408,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 (좌) 주변",1,서울특별시 노원구 월계로53길 40,서울특별시 노원구 월계동 263-7,37.6321099316,127.0587292824,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 동원베네스트 주변",1,서울특별시 노원구 월계로53길 21,서울특별시 노원구 월계동 940,37.6326109448,127.0585982600,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 동원베네스트 주변",1,서울특별시 노원구 월계로53길 21,서울특별시 노원구 월계동 940,37.6326109448,127.0585982600,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 940 주변",1,서울특별시 노원구 월계로53길 21,서울특별시 노원구 월계동 940,37.6326109448,127.0585982600,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 597 주변",1,서울특별시 노원구 월계로 317,서울특별시 노원구 월계동 597,37.6285001457,127.0559169982,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 941-0 주변",1,서울특별시 노원구 광운로19길 38,서울특별시 노원구 월계동 941,37.6231538963,127.0591889327,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 805-5 주변",1,서울특별시 노원구 월계로45길 92,서울특별시 노원구 월계동 805-5,37.6285579016,127.0474796408,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 656-29 주변",1,서울특별시 노원구 초안산로2길 81-24,서울특별시 노원구 월계동 656-29,37.6331307419,127.0569038340,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 276-20 주변",1,서울특별시 노원구 초안산로2라길 37,서울특별시 노원구 월계동 276-20,37.6310505301,127.0584112426,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로53길 40,서울특별시 노원구 월계동 263-7,37.6321099316,127.0587292824,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로53길 40,서울특별시 노원구 월계동 263-7,37.6321099316,127.0587292824,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로53길 40,서울특별시 노원구 월계동 263-7,37.6321099316,127.0587292824,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로 338,서울특별시 노원구 월계동 942,37.6293388539,127.0580111388,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로 338,서울특별시 노원구 월계동 942,37.6293388539,127.0580111388,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로 338,서울특별시 노원구 월계동 942,37.6293388539,127.0580111388,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로 338,서울특별시 노원구 월계동 942,37.6293388539,127.0580111388,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로53길 40,서울특별시 노원구 월계동 263-7,37.6321099316,127.0587292824,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 월계로53길 40,서울특별시 노원구 월계동 263-7,37.6321099316,127.0587292824,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 월계역 하부 굴다리 주변",1,서울특별시 노원구 광운로 132,서울특별시 노원구 월계동 942,37.6292448220,127.0586771824,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 초안산 주변",1,서울특별시 노원구 덕릉로60길 222,서울특별시 노원구 월계동 945,37.6308801974,127.0439827958,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계2동 272-19 주변",1,서울특별시 노원구 초안산로2길 84-9,서울특별시 노원구 월계동 272-19,37.6321789516,127.0576236302,,통신주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 광운대역 육교등 주변",1,서울특별시 노원구 석계로 98-2,서울특별시 노원구 월계동 85,37.6230336471,127.0617624618,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 106-7 주변",1,서울특별시 노원구 마들로1가길 123,서울특별시 노원구 월계동 106-7,37.6172569797,127.0674935220,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 87-6 주변",1,서울특별시 노원구 화랑로45길 71,서울특별시 노원구 월계동 85,37.6199861518,127.0657561451,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 87-6 주변",1,서울특별시 노원구 화랑로45길 71,서울특별시 노원구 월계동 85,37.6199861518,127.0657561451,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 21-13 주변",1,서울특별시 노원구 화랑로45길 42-15,서울특별시 노원구 월계동 21-13,37.6169732120,127.0658214516,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"월계3동 938 주변",1,서울특별시 노원구 화랑로45길 42-18,서울특별시 노원구 월계동 938,37.6172359474,127.0664514473,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"공릉1동 684-15 주변",1,서울특별시 노원구 섬밭로 4,서울특별시 노원구 공릉동 684-15,37.6172429079,127.0729710982,,건축물,02-2116-4157,서울특별시 노원구청,2020-07-10
"공릉1동 684-9 주변",1,서울특별시 노원구 섬밭로 8-4,서울특별시 노원구 공릉동 684-9,37.6174698754,127.0731027101,,전용주,02-2116-4157,서울특별시 노원구청,2020-07-10
"공릉1동 684-54 주변",1,서울특별시 노원구 화랑로 415-35,서울특별시 노원구 공릉동 684-54,37.6180860411,127.0732800117,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"공릉1동 684-54 주변",1,서울특별시 노원구 화랑로 415-35,서울특별시 노원구 공릉동 684-54,37.6180860411,127.0732800117,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
"공릉1동 684-30 주변",1,서울특별시 노원구 동일로173길 31,서울특별시 노원구 공릉동 684-30,37.6181219538,127.0734839299,,한전주,02-2116-4157,서울특별시 노원구청,2020-07-10
